index,text,sentiment
13265, 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral
24988, have fun tonight,positive
2150,"Well, another family was chosen for the child we interviewed for  back to looking for another kid",neutral
1115,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,positive
4101,"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral
10308,Shower/traffic/factory yaaaay,neutral
3167,"_dee yeah, i bought some when I was making those crispy waffles",neutral
16004,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,neutral
8421,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much,positive
7945, that is sickening... Just shoot at will? Smh... Prayers for his family...,negative
11188,Neil just picked me up for the show. My tailights out  cause of heartless hit and run.,negative
6134, You really are always dirty!!! Ha ha!!!! Do you have a **** addiction???,negative
1761, - that is awesome.,positive
15064,"Oh hey, look, North Korea are going to kill us all; or at least some of us.",negative
4275, Sweeny Todd is deadset one of the best movies of all time,positive
19651,"  Hey thats good, my Daughter`s still asleep and Son is drawing, better feed him v soon",positive
8469,This is my anthem right now.... don`t leave me high and dry.  ? http://blip.fm/~79fcr,neutral
17896, i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,negative
26927,  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,positive
25219, aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,negative
15322,yea i`m gonna need to put the blunt down,negative
25364,"is wondering what actually to do, when I have a week to do **** all bar pack, most peeps r leavin too",negative
14646, loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,positive
6777,forgot the montel quote  and it was a good one..,neutral
20262,Ugh 3 more hours,neutral
8450,_e im going to my dance class now,neutral
4418," i did dat 1 time & my boss text me saying, 'tweet me n my office after dis tweeting is ova!' i havent dun it since.",neutral
18285, whaaaat what about your house? You`ve been working so hard on it!,negative
22381," well...as long as you have trees  yeh definately need to go find one, maybe after the crutches tho! :p",neutral
19295,Playing with my puppy,positive
17281, hahaha thanks for clearing up the,positive
3344," Thanks for the tip! Unfortunately a major crash in my https site, just as ExtPlorer",neutral
1098," but it was kinda funny, sorry. ur still my favorite tho",neutral
959,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,neutral
20190,it was a hard weekend. too much alcohol on these **** 'weinfest',negative
13851,what`s good about working a double?...Jasmin,neutral
7759," hey kellie,how are u?I FEEL HORRIBLE!",negative
2740, I`m now a member of the street!!,neutral
7125," Since obviously living in Alaska, only a few radio stations we get here.",neutral
2858,I can`t believe how fast this week has gone by,neutral
1201, boooo!!! I bet it was a nice wallet too,positive
20141,I`m at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,negative
12721,just got home from the show opening.  fantastic. thanks to everyone who came out,positive
16581,"I was talking with my best friend Ã¯Â¿Â½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and IÃ¯Â¿Â½m not",neutral
26149,is playing restaurant city.,neutral
18916,is looking at that person from a very different pov.  never thought i`d see this day arrive!,neutral
19690," Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",positive
3872, hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,positive
14597,SNL with Justin Timberlake!,neutral
22313, I`m dead bored. but also dead poor! Student life is a piss take!,negative
24739,_jackson already there`s none left  back to cabbage soup,neutral
1899,watching spongebob,neutral
8996,is gonna have an irish wedding,neutral
2994,Showered in ice-cold water. Sweating now. Means one thing: I`m sick,negative
15386, Glad you like!,positive
19618,Exactly 2 weeks left in Sigma,neutral
7003,_Dude Very nice. Good night,positive
12122,wow my trip to tampa has come to an end...,positive
22574, NAT!!! I`m going to miss you so badly,negative
19272,The new tecas driver license design is ugly,negative
2152,Hates bleech!! Messed up my black outfit,negative
5563,My knee is killing me,negative
22394, just checked again and it worked!! Sorry,neutral
9538,I love crowded cars  and Ayanna!,positive
26875,has a sore throat,negative
22299, god I need to revise today! I`m so lazy,negative
5582, Alternate name for a 'Bacon Mary'... A 'Bloody Piggy!' ;) (I have to give my boyfriend credit for that idea!),positive
17434,"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",positive
11683,   See you later lovely ladies.  Be Good & I love you millions  ****,positive
21383,Re-pinging _B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg,positive
13798, Are you shattered after that long week?  Thats a pity about tomorrow night,neutral
26012,i feel sad for you elizabeth.,negative
15683, Well I *did* put in a good innings...sweared at the brother in law..was in fine form,positive
27450, did you find the Colossus yet?,neutral
13968,waching gray`s antomy,neutral
1699,wants to greet all the mom`s out there a Happy Mothers Day!!! May you enjoy your day!!,positive
14666," No, havent heard anything about the show   It hasnt been on on saturday nights, but there are the occasional sunday reruns.",neutral
9254, tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired,negative
11806, Are you blogging yet? I miss you writing,negative
9041,_devi thankyou. i wont but you know,positive
8584,time for mimi`s,neutral
7803," Yep, ah, ****, I don`t wanna leave my warm doona to get a hot beverage...I guess I`ll just have to make do w/o it",negative
4601,"yesterday was fun.. 1st concert of the year [i know, i`m late xD].. buena vista social club live FOR FREE..",positive
17732,new book in the pocket http://bit.ly/1bI7aD,neutral
27030, Belated kay Tita.  Wow! 2 prizes in a day! Congrats!,positive
26078," ,,, hey mom,,",neutral
2015,Have $#@&!!! Malware on my work PC!  I miss having an IT dept,negative
18475,likes cheerios and scones in the morning,positive
7120,TGIF... Hubby dragged me out to buy car parts. I am tired n cranky,negative
2934,Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,positive
21687,I hate going to work on nights that I`m in micro.   At least I get to work with !,negative
5003,Really? I can only go in 1Direction at a time?! UGh!  Gotta take authority over the time 2day!  Say hello! Don`t be a stranger! BeBlessed!,neutral
5832,I`m sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!,negative
9287,Happy Mother`s Day to all the Momma`s to be and Mommas currently.  Have a wonderful day!!!,positive
27058,haha gunna go buy a whole bunch of emo/punk clothes,neutral
25282,Ouch!!... Stomachace.... I ate a lot...,negative
19661,"Browsing digital art tutorials (like those found at Henning`s site: http://bit.ly/WJg5A ), refreshing my knowledge... and then my skills?",positive
17376, ive been there before  haha,positive
3667, not really ;D nice pic .  no but could u imagine those 2? ... i thought so,positive
14814," hey you, honey bear! Don`t goooooooo  puhleeezeee..",neutral
7946,_are_fire Hii,neutral
24941, thats great I`ll make sure I get a copy,positive
19366," oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",negative
1744,listening to faith spirituality and the internet,neutral
4726,graandma`s houseee  i havee too leave now! <3,negative
8070,"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",negative
9800,I really need to turn my swag off it`s 3:30 time for bed!,neutral
15698,Im so just heading home,neutral
17937, night honey..see ya tomorrow,positive
1856,Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why... http://bit.ly/etB8H,neutral
12388,"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not allowed  I`m talking itunes store)",neutral
805, how sad! are you saying that I`m fat?  *tears*,negative
13213, Wish I could be there to enjoy a girls day!!!,positive
25511,Nothing like waking up slow in the morning. Docs appt today.,neutral
26673,": Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good",negative
7576, baby help me with math,positive
7751, Moral support for students,positive
17322,had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,positive
14547,"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",negative
8479, its been clownin since it got flooded in htown in april. Got it repaired or so I thought.,neutral
6491,Happy Mother`s Day to all Mothers out there,positive
19152,friends from Traveller`s Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,negative
8542,"BBQ`s gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work",neutral
13848,"  I was seeing only one side of it, but it looked interesting.  And deep.",positive
10896," oh dear. (I`m sorry, but i laughed  )",negative
20017, It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,positive
19165, Agree!,neutral
22545,_sweetye I hope so,positive
2788,_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.,positive
14068,. Really I look like a boy!!! I need someone to do my hair!,neutral
15861, gdgd well i better go and get ready for work :| haha have fun tonight  x x,positive
22449,"Awesome sunday service  God is for you, Jesus is praying for you - What can man do to you?!",positive
20161,Last day in Dijon,neutral
18943, yes2 bgt! if everything goes well i`ll catch their reunion concert,neutral
12007, sorry didn`t get to see you,negative
21866,"Ugh, I`m definitely going to be sick. It`s coming and it`s going to suck.",negative
23064," ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",positive
2034,  Nice start to the holiday!,positive
2250,i wanna go vivid light walk,neutral
20425,"Working from home today, my back is killing me  Doctor and then physio after later today.",negative
16037, =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,negative
20682, thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,positive
21048,"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!",neutral
6639,watching JONAS,neutral
8353, I`m going to the show in Amsterdam!  Can`t wait!,positive
3032,Having a pj dayy.....Doesnt happen veryy often,neutral
7712, Meant to ask how did the other night go? Did you enjoy the fight...did yas have an all-nighter?,positive
15961,Off to Nanaimo 2day... missing my son already and i havent even left yet,negative
19604,"headache, headache, go away. come again another day....",negative
14950,My brain hurts,negative
26461, Happy Birthday Mel. We miss you in the UK,neutral
26124,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,neutral
26620,I`m supposed to be Ms. Twitterology,neutral
6,2am feedings for the baby are fun when he is all smiles and coos,positive
13671,I found out thro mama,neutral
7950," lol, I haven`t made anything yet, I`ve just spread all my supplies out over the dining room table",neutral
9241, I expected it to be warm as usual and now I`m stuck wearing a sun dress on a cold day,negative
11693," I love this!!  our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes",positive
7159,_W wow-thanks soo much. Hope your well,positive
18280, I agree. I danced with my dad to 'Kind & Generous' at my wedding. HUGE fan.,positive
4772,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive
11549,Because I love my job,positive
18774, congrads on engagement/bridal shower! sounds like fun for upcoming 'jump out of the audience'  wd love to join in!,positive
6713,Someone fly me to Reno,neutral
11503,Watching Bleach,neutral
3157,"just camee back from bowling, which i offiacial suck at",negative
24186," Heehee, how did you know who I was talking about?",neutral
15224, I have to admit at being a Colin Firth groupie at this point.,neutral
15313, http://twitpic.com/48gy0 -  He`s Well Cooool ;) Lovve The Ro&Co Shoooow,positive
13072,hopefully today will work in our favor,positive
25568,Search Ryan Carera & Josh Kelley  They`re really good,positive
25367," Headaches suck, especially stress related ones. I used to get those a lot.  <3",neutral
12444,"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive
20005, you look smashing darling  is trent reznor really getting married i just want to rip out mariqueen`s fake **** -_-,neutral
26468,my feet are cold.....i hate when my feet get cold,negative
6649,Raining in Calicut.,neutral
17347,just finished eating,neutral
14067,"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral
8981, i want to see you on tour!,neutral
3310,This song is a slap on you face!!  ? http://blip.fm/~5jib6,negative
13914, Hi frenchie *-* i`ll do that...later  :p,neutral
9579,--please do SNL every week!! i couldn`t quit laughing!! u+snl=best nite ever,positive
12272,Greg Pritchard was robbed  ii am too gutted for words,negative
6390,_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,positive
2546,Now have an unpleasant talk w/n-laws 2 look 4ward 2....,negative
6104,"Time to add some more RFID-ed object to send messages to Twitter everytime I use them - 2 more coffee cups, Armani Code, Pantone 109 mug",neutral
23609,Busy day! No time to tweet  Bmore what`s happening this weekend?,negative
14439,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive
9179, i know   but its better than nothing,positive
5043,"humm.... I adore Mark #hoppusday ,so I`m just going to throw it out there #hoppusday....... have a nice #hoppusday people!!",positive
1402, Random has an a,neutral
22334," I`ve been busy and chained to my laptop  I`ll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",neutral
22476," I`m doing good thanks   And yourself? and sorry, lil busy at the moment.",positive
11560,THE VIDEO IS FINALLY DONE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!,neutral
2024,Did you know call of duty has a scenario game called 'Nazi zombies?' it`s awesome and scary at the same time,neutral
12266," WOMAN, I didn`t know you came home  you so suck!!! When are you going back!",negative
14679," omg what a shame about Hollie,just watched that clip u posted",negative
9620,Just finished watching the series return of the Chasers War on Everything - really quite **** compared to how it used to be,negative
24903,  i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,neutral
22606,"just missing you&hoping to talk to you soon..I`m so happy you`re mine again, though  You have no idea..<3",positive
2804,surgery effin hurts,negative
20119, haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,positive
8791, gasp!!! I love it!!! Thank you so much for sharing Tim!!,positive
2630, i believe that you are,neutral
15646, I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.,positive
12476,"Actually I`ve been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat",neutral
9023, I corrected myself,positive
847," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",neutral
19815,"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",positive
17007,_apple miss you too kid i sent msg to you on yt,negative
5350,just got rear ended,neutral
15633,"_L_S How was the game? Unfortunately, teh Cavs lost  I`m sure you had fun though",neutral
4097, yus! :3 he was really nice,positive
12828,Building Websites,neutral
21351, LMAAAOOOOO that is horrible. Poor thing,negative
22095,Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.,neutral
11268,i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,negative
24067, if i had a car,neutral
11845," You are welcome, xuxu",positive
15275," won`t be able to manage 3 nights babe, have lil ones depending on me here!!  ****",neutral
23222,omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....,negative
5712,Good Morning All!   Hope everyone is doing well on this Monday!   Thanks for all the #followfriday recos!   I am blessed!,positive
19922,"_L Thanks,I think your the first girl to say that...besides my mom",positive
25598, Yes please and check out your position on the locations map when added  - http://bit.ly/ttVn2,positive
19532, oh that sucks  Tell your DH to act like a grown up maybe? I`d be stressed too,negative
8074, yeah talking to you was too boring,negative
2875,and young ones....'look what I found'....'breakfast'....,neutral
12116, lets hope retirment is not cancelled for any reason,positive
18773,  give them my best!,positive
20964,I feel like poop. I hate being sick,negative
19159,I can`t figure out the empire puzzle.  Stuck at 36,negative
24701, hey sorry i just got the tweet about the puppy... and someone already got it,negative
22652,weebo is dying,negative
12420,self-portrait week http://unbecominglily.blogspot.com/2009/05/announcing.html  would you like to join in?,neutral
21281,Sometimes I forget that boys have feelings too,negative
11328,I do hope many of my new followers are from around Sydney Australia  Welcome to my tweets anyway.,positive
19240," There`s very few film/TV jobs, especially in WMids. And I can`t afford to move away yet!  Sorry, I missed you on 107.3!",negative
19573," No, it`s people you are recommending that others follow, like followfriday, only with pics!",neutral
4249," no your not  they are very cute, how you going being a daddy?",positive
13763, u said u was gonna follow  its nita from ur live chat,neutral
1701, yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,positive
7563, and Boat is dining Bones in Peru - double,neutral
14426, Thanks! (followed me back),positive
15877,Hallooo bayern!hallooo stau!,neutral
15421, it does but that game doesn`t.,neutral
12765, pebbles thrown at windows should get *someones* attention,neutral
4654,"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",positive
21592," get that fixed, after few years it can worth some thing",positive
21527,Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,positive
21813,It`s too hot. I hate summer  #harrymcflytosing,negative
11518,"I have to say, I find it very hard selling on etsy.... sometimes discouraging",negative
23274, Oh THOSE messages. Probably not,neutral
11279, sorry about that,negative
5496, u were doing good with the replys now u fallin off sad face,negative
14692, It`s time to be all u can be like the reserves....I lost one.,negative
20122," Nope  Not that I have to worry about the possibility. I`m more worried about GOOG`s design than her personal taste, actually.",negative
581, no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,neutral
2916,i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,negative
12515,  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,neutral
13222, Nice yo!!! Live it for me buddy!,positive
27370,today was interesting...,positive
9596,Having fries plus greentea. Mmm  - http://tweet.sg,positive
2595,"Hey, thanks for the follow, wow this is exciting a new tweet.",positive
247,I`m not sleeping at all until  accepts my appology,negative
18526,"gotta buy the second season of  ghost whisperer now, but noo moneyy",negative
22641, Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,positive
14880, Yay! Thank you.. Feels like ur yelling at us   LOL,neutral
10068,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,neutral
10293,   too bad Vo got me sick I think  & I don`t even have meds to feel like you.,negative
24868,Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,neutral
11529,I feel like crying! One of my diamond earrings fell out my ear bc it was loose and I can`t find it. I`ve had them forever,negative
9904,just said goodbye to the younger bro.  #misshimalready,negative
1654, Its tomorrow!!!!,neutral
12713, i`m not worried -it`s a great job!! Quite a nice way to spend the day,positive
22634, Evening  Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,neutral
15947, ummm. Idk. Courtney`s date is hooking us up.,neutral
18219, Me and Wendy are going after all.  Wish you were!!!,negative
18111,is going to run a circle...also...ab zum Spooohort.,neutral
24814,Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN,positive
15344,squirrel! where? i hate squirrels,negative
20256,I have a stupid headache on my day off.,negative
3002," Awhhh age doesn`t matter, you awesome lady you!",positive
10603,I almost lost you again phone  silly indy,negative
15932, man i still haven`t seen that movie...too bad i`m at work,negative
10776,Waiting in a long line at chick-fil-a,neutral
2643,"I feel bad over everything..  How can I be so stupid? Why was I so harsh? Its my fault, I know it. I`m sorry SaVvy, love you guys<3",negative
10366,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",negative
7768,what a great day,positive
3097,My best friend is coming!excited,positive
9430,slept for 11 hours after an exhausting but a fun fun out of town trip. high for the day so far? woke up to good ol` fried chicken,neutral
17140, That`s exactly why I follow you.,positive
8737,learn to fly higher...!  http://tinyurl.com/30tools,positive
25044,Trying to stay awake  Anyone have any tips how to keep yourself awake ?,neutral
14061," lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",negative
8392, Missed you last night hon,negative
14087,wishes  would admit she has a new lovah,neutral
1202,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral
22528," oh, /me still hasn`t got around to starting it",neutral
1750," Yep, tomorrow night, 10:30! Just saw the ad *squeals* LOVED this season",positive
10523,"i wanna move to england! 'ello, i must go to the loo. i will head to my caddy,yes.' gahaha and the awesome accent.",positive
19233,wants to feel better,positive
9462, Aww how sweet,positive
2677, cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,neutral
25964,Ugh RUDE!..,negative
10826, not good you`re not comin close to where i love on tour,neutral
7855,?Ã¯Â¿Â½ nh?n ???c bonus r?i. Ch?c ch? ?? bÃ¯Â¿Â½ vÃ¯Â¿Â½o kho?n unpaid leave,neutral
14400,nice hair and nowhere to go,positive
26554,I think I tricked out my ankle during cardio yesterday.  I`m getting old.,negative
2744," coooooooool, yes, CIWWAF are awesome.",positive
8309, I wanna be drinking at the pub,neutral
19461," thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn`t make it",neutral
20728,Do you guys like fish sticks?,neutral
23960,i had navy blue under my black nailpolish for a while and i think it stained my nails a little..,neutral
8171," Aw, sorry about your cat   No worries about the blankets, I was just wondering, I`m in no rush, take your time!",neutral
3562,I didn`t get the job  but I will keep applying to other school.....I do want to teach!!!,neutral
13771,i dont feel good! sick to my stomach,negative
532,today was a lovely day! I had fun with  and  this evening!,positive
6808,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,positive
8914,Having real bad headache..,negative
21060, _online That`s the sad thing about it.,negative
17655,toooo much outside killen my eyes,negative
26399,Bye bye edinburgh  i don`t want to leave,negative
14252,soooo fed up with this,negative
19057,It`s gloomy as hell outside today.,negative
20086, thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive
12658,  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!,negative
22431,T9R8AM booked. im arriving medan on 27th june. 1155hours,neutral
17308, um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,neutral
9118,happy mum`s day! i kinduhh have a major crush on alex johnson from the cab,positive
3620,"rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together",positive
15788," that`s cool, I`d be happy to contribute to any future articles. Enjoy the rest of the weekend",positive
22586,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,neutral
24921, It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,negative
12156,"_10k much appreciated!  yeah, it sure is a challenge and a great reward. wouldn`t trade it for anything.",positive
10103,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,positive
24093,"....ok, sOooooooooo I DID that!! i`ve got u in the palm of my hand",neutral
5807,The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,positive
15542,has had a nice long nap  http://plurk.com/p/stvqp,positive
5189,http://twitpic.com/4wc1y - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,positive
24336,i didnt get a hug today,neutral
12620,Morning and hope everyone has a great bank holiday,positive
27453,it`s beeen onee year,neutral
1044, **** i hope theyr all wrong we need him,negative
13814,ugh... only 1 3/4th hour and i will be 19...,negative
4915,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz,neutral
25233,Twitter criado.,neutral
26612,"_ladie haha, I`ve got my camera and lenses ready!",neutral
18677,Just wants to compute,neutral
20338, poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
11562,"_Punk_Robot  wtf.....winter isn`t due til monday, am freezing",negative
13296,Done with classes and packing for the atlanits!! I hope miley`s there,neutral
10136, I see,neutral
3831, Now that`s a very nice way to fall asleep.,positive
20294,partying in the study room,neutral
3446,My stomach is killing me do I can`t sleep,negative
16019, poor pooch...,negative
15736, I know what you mean  rain sucks...,negative
21377,"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids` slobber on Thursday",negative
14308, i want magic mountain tix but i dont get ur station out in paso  boo sux for me,negative
6132,Can`t wait 4 a real bed!  haha,positive
26107,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,neutral
5422, *hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,neutral
11854, my plans might have just gone out the window too  bit gutted.,negative
17953,Santa monica bound,neutral
8356,Annnnnnddd another one bites the dust,neutral
21728,auntie diane wins quote of the day 'and hes the incredible hulk',positive
24219,'Ooh-ooh... it`s SHINY'. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up,positive
8963, awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...,positive
18564, - I enjoyed seeing EVERYONE that presented on Saturday at the Clark Howard event - Especially the 3 pre-clark speakers,positive
15259,Stu is actually SEVERLY sunburnt....it hurts!!!,negative
13210,"  not much blipping lately, but i`ll get onto that for you.",neutral
10231, The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,neutral
10066, What? I was being serious.,negative
11329,I  didnt know there was a starwars day,neutral
14375,"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all! =}. LOL",neutral
17269,I REALLY wish I was spoiled!,negative
4846,Happy mother`s day to all mothers here!,positive
8429,"I need a nap, but I won`t be getting one",negative
5825, That`s just how babies are  Their little rhythms are still in sinc with when they were inutero.,neutral
8160,Happy Mother`s Day x3 ..Mum? I love you,positive
25173,At ihop with the besties..minus one  where`s the dr.???? At work of course,neutral
11138,Friday night has gone too quickly   My bottle`s gone for tomorrow.. come on Everton,positive
14018,anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,neutral
17014,Going home. Hope one of you out there saw the play.,positive
2426, bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi,neutral
25485,"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",positive
11515,so  im really borde and i dont know what i should do.,neutral
21764,I hate hiccups,negative
22713, you are such a beautiful bride! you`re gonna love the married life. it absolutely rocks! congrats to you both.,positive
6862,off to work again ... mercedez`s last day,neutral
11981, Thank you so much for the Retweet  x,positive
296, what`s goin on hun?  I`m worried about you,negative
16181, oh that was said perez,neutral
2292,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!,negative
18400,Its a lovely 58 degrees right now at 7am.  amazing. Enjoy melting vegas. :l,positive
7065, if only I had half the drive you had!!!  You are my idol,neutral
1161," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",negative
6478,"hungry, but don`t have an appetite",negative
12825, YAY! Busy is good,positive
20070," Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",positive
15749,"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral
3016, Going to see Star Trek,neutral
12176,_01Xx   dont leave us !!! whats up ? ****,neutral
3163,i m totally confused and bored.. my life must change!!,negative
10839, I can`t believe this! Did they give you any reason?,neutral
20680,My daddy left to go back home to Texas  i will c him hopefully n the next two months,positive
17540,Exhausted after coming home from a swim this morning! It`s more tiring than I remember! HAPPY MOTHERS DAY,negative
1177,Coffee time  be back later kisses*,neutral
8613, Ciara was great at SNL..Kim...you were mentioned on SNL tonight..Justin T was really good also,positive
26856,...you should call school and tell them you have swine flu so we can have the day off,neutral
23362, Well I am on the RIGHT side of thirty,neutral
1297,always excited for a new chapter in my life. just didnt expect it to be so emotional.,negative
19047,where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.,neutral
15690,"_connors 1999 called, they want their saying back. Live in the NOW #pens  haha",neutral
19273,Happy Mothers Day Mum,positive
729,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",positive
11191,Just booked some tickets for Jessicaaaa.,neutral
11685,RIP Omar Edwards - Killed by friendly fire in NYC   http://bit.ly/jrM6v,negative
785,sitting at home doing nothing. gonna be like this all weekend,neutral
18163, haha I just playing,neutral
332," doing pretty well, up and wide awake",positive
10631," Wish could, but riding a tour from Chicago back to Iowa.",neutral
21750, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,positive
11729,home in carlsbad with the whole family for mother`s day!,neutral
25725,  lol he does love spahkly gold things....,neutral
12184," Awww, that sucks. Maybe it`s on Youtube somewhere?",negative
